,timestamp,oi,notional,datetime
4412,1673924400,96683.75500000,2040813464.45572020,2023-01-17 11:00:00
4413,1673924100,96646.49700000,2038001354.35024260,2023-01-17 10:55:00
4414,1673923800,96625.13100000,2037833675.30310000,2023-01-17 10:50:00
4415,1673923500,96774.93900000,2036822141.13300000,2023-01-17 10:45:00
4416,1673923200,96755.66900000,2037713091.40760000,2023-01-17 10:40:00
4417,1673922900,96684.19500000,2035035583.16322450,2023-01-17 10:35:00
4418,1673922600,96680.83500000,2034367798.15350000,2023-01-17 10:30:00
4419,1673922300,96670.94200000,2034565646.61460000,2023-01-17 10:25:00
4420,1673922000,96732.10500000,2033281684.12711170,2023-01-17 10:20:00
4421,1673921700,96593.77900000,2030436052.18435620,2023-01-17 10:15:00
4422,1673921400,96505.36500000,2030907153.74250000,2023-01-17 10:10:00
4423,1673921100,96390.96700000,2029482704.75322720,2023-01-17 10:05:00
4424,1673920800,96412.49500000,2028894903.53050000,2023-01-17 10:00:00
4425,1673920500,96374.22900000,2025959767.19220000,2023-01-17 09:55:00
4426,1673920200,96367.26100000,2028309199.34970000,2023-01-17 09:50:00
4427,1673919900,96356.35200000,2027299103.53920000,2023-01-17 09:45:00
4428,1673919600,96461.91800000,2028680358.34855180,2023-01-17 09:40:00
4429,1673919300,96556.66100000,2029849476.61695500,2023-01-17 09:35:00
4430,1673919000,96469.33000000,2025700859.10113170,2023-01-17 09:30:00
4431,1673918700,96399.71700000,2021033993.94756250,2023-01-17 09:25:00
4432,1673918400,96284.10700000,2020071304.80418750,2023-01-17 09:20:00
4433,1673918100,96049.14700000,2014109877.74239040,2023-01-17 09:15:00
4434,1673917800,97669.55000000,2062331616.07000000,2023-01-17 09:10:00
4435,1673917500,97649.63500000,2064655057.62250000,2023-01-17 09:05:00
4436,1673917200,97548.46800000,2059171663.21611290,2023-01-17 09:00:00
4437,1673916900,97582.16300000,2060564470.34060000,2023-01-17 08:55:00
4438,1673916600,97531.27000000,2057225185.68345950,2023-01-17 08:50:00
4439,1673916300,97563.94100000,2064122873.46286820,2023-01-17 08:45:00
4440,1673916000,97523.37700000,2066371994.52604080,2023-01-17 08:40:00
4441,1673915700,97620.88000000,2064392302.87424850,2023-01-17 08:35:00
4442,1673915400,97704.87000000,2073722492.84614500,2023-01-17 08:30:00
4443,1673915100,97650.15800000,2072854376.95071460,2023-01-17 08:25:00
4444,1673914800,97635.18200000,2076703402.99842520,2023-01-17 08:20:00
4445,1673914500,97796.81400000,2080636997.53140000,2023-01-17 08:15:00
